Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
madeiramadeira-openapi||818777,Microondas,Forno Microondas Embutir 25L com Dourador 220v Fischer Branco,"Com capacidade de 25 litros, conta com as funções: dourador, descongelamento, cozimento combinado, auto menu, relógio,trava de segurança, 5 níveis de potência e display digital. Acompanha grade para dourar alimentos e sua cavidade interna é em aço inox. Um produto único no mercado, que valoriza a beleza e a modernidade das cozinhas planejadas. Função descongelamento Função dourador (acompanha grelha) Função cozimento combinado Função auto menu Função relógio 24h Função trava de segurança 5 níveis de potência Display digital Controle eletrônico digital Moldura com saída de ar na parte superior. Possui sistema de ventilação interna para resfriamento dos componentes.","{""capacidade"":""25 L"",""cor"":""Inox"",""marca"":""Fischer"",""tipo"":""Embutir"",""voltagem"":""220 V""}",25 L,Inox,Fischer,,220 V,Embutir,,,,,,25L,Branco,Fischer,5,220v,Embutir,Não informado,Não informado,Aço Inox,"Dourador, Descongelamento, Cozimento Combinado, Auto Menu, Relógio, Trava de Segurança, Display Digital, Controle Eletrônico Digital, Moldura com Saída de Ar na Parte Superior, Sistema de Ventilação Interna para Resfriamento dos Componentes",Não informado,Fischer,Branco,25L,,220V,"[Relógio, Descongelar, Trava]",De Embutir
casaeciaoutlet1||100009113,Microondas,Micro-ondas Consul 20L com Menu Uso Fácil Prata - CM020BF - 220V,"O micro-ondas Consul 20 Litros é compacto e moderno. Ele vem com receitas pré-programadas que facilitam o seu dia-a-dia, além de descomplicar o aquecimento e descongelamento dos alimentos, através do Menu Uso Fácil. Especificações Técnicas: Tipo: Mesa Painel Eletrônico Pratos Pré-programados: Sim Favoritos: Sim Timer Menu Modo Fácil Modelo: CM020BF Cor: Prata Capacidade Total: 20 litros Capacidade Útil: 20 litros Potência: 620 W Nível de Potência: 10 Consumo de Energia: 1,1 kwh/mês Selo Procel (Eficiência Energética): A Acabamento: Pintado Porta Espelhada Prato Giratório Luz Interna Relógio Voltagem: 220V EAN: 7891129220430 (220V) Dimensões Aproximadas: Dimensões do produto sem embalagem (AxLxP): 264x455x353 mm Dimensões do produto com embalagem (AxLxP): 292x496x389 mm Peso do produto sem embalagem: 10,5 kg Peso do produto com embalagem: 11,3 kg Conteúdo de Embalagem: 01 Micro-ondas Consul 20L com Menu Uso Fácil Prata - CM020BF - 220V 01 Manual de Instruções Garantia: 90 Dias (3 Meses)","{""capacidade"":""20 L"",""cor"":""Prata"",""marca"":""Consul"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""220 V""}",20 L,Prata,Consul,10 Níveis,220 V,,,,,,,20 litros,Prata,Consul,10,220V,Mesa,Pintado,CM020BF,Não informado,"Menu Uso Fácil, Pratos Pré-programados, Favoritos, Timer, Modo Fácil, Porta Espelhada, Prato Giratório, Luz Interna, Relógio",Não informado,Consul,Prata,20L,10,220V,Uso Fácil,De Bancada
lojastaqi||174180,Microondas,"Micro-ondas de Embutir Midea Liva MSAG32, 25 litros","<p>O Micro-ondas Midea Liva MSAG32 de 25 litros, trará mais praticidade para sua cozinha com 8 receitas pré programadas: Aquecer, Legume, Peixe, Carne, Macarrão, Batata, Pizza e Sopa.</p><p>Um micro-ondas com display de fácil uso e 11 funções pré programadas para facilitar seu dia-a-dia.</p><p>Características</p><p>Marca: Midea</p><p>Modelo: Liva MSAG32</p><p>Ref.: 7898626570167</p><p>Cor: Inox / Preta</p><p>Capacidade: 25 litros</p><p>Especificações</p><p>Tipo: Embutir;</p><p>Níveis de Potência: 5;</p><p>Painel frontal;</p><p>Sistema de Aquecimento em 1 Toque: Sim (+30seg);</p><p>Receitas: Aquecer, Legume, Peixe, Carne, Macarrão, Batata, Pizza e Sopa;</p><p>Funções: Cozinhar (micro-ondas), Grill, Combo, Descongelar por Peso, Descongelar por Tempo, Relógio, Timer, Toque Rápido, Automenu, Multicozimento e Trava de Segurança;</p><p>Prato Giratório;</p><p>Relógio;</p><p>Temporizador Máximo: 95 min;</p><p>Descongelamento por Peso.</p><p>Alimentação</p><p>Frequência: 60 Hz</p><p>Potência nominal: 1350 W - 110 V ou 1400 em 220V</p><p>Potência grill: 995 W - 110 V ou 1100 W em 220V</p><p>Classificação energética: B</p><p>Itens Inclusos</p><p>1 Micro-ondas</p><p>1 Manual de Instruções</p><p>1 Prato de Vidro e 1 Grelha</p><p>Dimensões</p><p>Tamanho (AxLxP): 39 x 59,5 x 39,5 cm</p><p>Tamanho do nicho de instalação: 38 x 56 x 50 cm + 45 mm de ventilação</p><p>Tamanho da embalagem(AxLxP): 46,6 x 65,3 x 50,0 cm</p><p>Peso do produto: 18,5 Kg</p><p>Peso com embalagem: 20,5 Kg</p><p>Garantia: 12 meses</p>","{""capacidade"":""25 L"",""cor"":""Inox"",""marca"":""Midea"",""tipo"":""Embutir"",""voltagem"":""220 V""}",25 L,Inox,Midea,,220 V,Embutir,,,,,,25 litros,Inox,Midea,5,110 V ou 220V,Embutir,Não informado,Liva MSAG32,Não informado,Aquecer Legume Peixe Carne Macarrão Batata Pizza e Sopa,Liva,Midea,"[Inox, Preto]",25L,,220V,"[Relógio, Temporazidor]",De Embutir
oliststore||MGLMIKXCOCURKZW6,Microondas,Micro-Ondas Fischer Fit Line Embutir 25 Litros Moldura Inox,"Micro-ondas Fischer Fit Line Embutir 25 Litros Moldura Inox 34900 127V - Características Gerais do Produto: Abertura de porta: Horizontal Capacidade (Litros): 25 Litros Comprimento do cabo (m): 1,00m Consumo aproximado de energia (kw/h): 1,45 kw/h Corrente: 11,41A (127V) - 6,59A (220V) Dimensões da embalagem (cm): A: 46,0 x L: 73,0 x P: 43,0 Dimensões do nicho para instalação (cm): A:34 x L:57 x P:50 Dimensões externas do produto com moldura (cm): A: 38,5 x L: 66,5 x P: 38,5 Dimensões internas do produto (cm): A: 20,7 x L: 33,0 x P: 37,0 Dourador (Grill): Não Frequência: 60 Hz Frequência micro-ondas: 2450 MHz Funções: Descongelamento tempo; Descongelamento peso; Auto menu 8 opções Inmetro - certificações: Produto Certificado pelo INMETRO (Portaria 268) Lâmpada: 1 x 25W Luz Interior: Sim Material da moldura: Aço inox escovado Material do corpo: Aço inoxidável Material do corpo interno: Aço inox pintado na cor branca Nível de potência: 5 Níveis Peso: Peso líquido: 14,15 kg / Peso bruto: 19,9 kg Potência consumida: 1450 W Potência micro-ondas: 900 W Relógio: Sim Saída de ar / sistema de ventilação: Possui sistema de ventilação interna para resfriamento dos componentes; Moldura com saída de ar integrada Segurança: Trava de segurança Tensão: 220V; 127V Timer: Timer com programação e aviso sonoro Tipo de controle: Eletrônico digital Tipo de painel: Display digital; Painel touch screen; Painel com teclas com acabamento em aço inox Modelo referência do produto: 34900 - 98441 (127V) - 34900 - 98440 (220V) Atenção: Tipo de plugue: Padrão ABNT (3pinos); O plugue do cabo de alimentação de seu produto está em conformidade com a NBR 14136/2002 do Inmetro e deverá ser mantido.Acompanha o produto: Manual de instruções Rede de postos autorizados Kit fixação moldura Anel de rotação Prato de vidro Suporte para pé do fornoGarantia: 12 Meses de Garantia de Fábrica",,,,,,,,,,,,,25 Litros,Inox,Fischer,5,127V,Embutir,Inox,Fit Line,Aço inox escovado,"Abertura de porta Horizontal, Capacidade Litros 25 Litros, Comprimento do cabo m 100m, Consumo aproximado de energia kwh 145 kwh, Corrente 1141A 127V - 659A 220V, Dimensões da embalagem cm A 460 x L 730 x P 430, Dimensões do nicho para instalação cm A34 x L57 x P50, Dimensões externas do produto com moldura cm A 385 x L 665 x P 385, Dimensões internas do produto cm A 207 x L 330 x P 370, Dourador Grill Não, Frequência 60 Hz, Frequência micro-ondas 2450 MHz, Funções Descongelamento tempo Descongelamento peso Auto menu 8 opções, Inmetro - certificações Produto Certificado pelo INMETRO Portaria 268, Lâmpada 1 x 25W Luz Interior Sim, Material da moldura Aço inox escovado, Material do corpo Aço inoxidável, Material do corpo interno Aço inox pintado na cor branca, Nível de potência 5 Níveis, Peso Peso líquido 1415 kg  Peso bruto 199 kg, Potência consumida 1450 W, Potência micro-ondas 900 W, Relógio Sim, Saída de ar  sistema de ventilação Possui sistema de ventilação interna para resfriamento dos componentes Moldura com saída de ar integrada, Segurança Trava de segurança, Tensão 220V 127V, Timer Timer com programação e aviso sonoro, Tipo de controle Eletrônico digital, Tipo de painel Display digital Painel touch screen Painel com teclas com acabamento em aço inox, Modelo referência do produto 34900 - 98441 127V - 34900 - 98440 220V, Atenção Tipo de plugue Padrão ABNT 3pinos O plugue do cabo de alimentação de seu produto está em conformidade com a NBR 141362002 do Inmetro e deverá ser mantido, Acompanha o produto Manual de instruções Rede de postos autorizados Kit fixação moldura Anel de rotação Prato de vidro Suporte para pé do forno, Garantia 12 Meses de Garantia de Fábrica",Fit Line,Fischer,Inox,25L,5,,,De Embutir
vinisoundsp||VSSP0008,Microondas,Micro-ondas Solo 30 Litros Ms3091bc Branco LG,"<p>Micro-ondas Solo 30 Litros Ms3091bc Branco LG é um eletrodoméstico que combina funcionalidades avançadas e design para facilitar o dia a dia na cozinha. Com a tecnologia Easy Clean, possui um revestimento especial que impede a aderência de gordura e respingos de comida, tornando a limpeza mais simples e menos trabalhosa.</p><p>CONTEÚDO DA EMBALAGEM:<br> - 01 - Micro-ondas 30 Litros Ms3091bc Branco<br> - 01 - Manual de Instruções</p><p>CARATERÍSTICAS:<br> - Potência de 800w.<br> - Display digital.<br> - Dimensões: 508 mm de largura, 290 mm de altura, 400mm de profundidade.<br> - Possui bloqueio de segurança.<br> - Inclui acessórios.<br> - Com descongelamento automático por peso.<br> - Modo rápido de descongelamento por tempo.<br> - Possui luz no interior.<br> - Encontre nos seus 16 programas a função indicada para ás suas comidas.</p><p>ESPECIFICAÇÕES TÉCNICAS:<br> - Marca: LG<br> - Modelo: MS3091B<br> - Cor: Branco<br> - Com luz interior: Sim<br> - Quantidade de programas: 16<br> - Com trava de segurança para crianças: Sim<br> - Frequência elétrica: 60 Hz<br> - Capacidade em volume: 30 L<br> - Eficiência energética: A<br> - Potência: 800 W<br> - Níveis de potência: 10<br> - Quantidade de programas de descongelamento: 4<br> - Altura: 29 cm<br> - Largura: 50,8 cm<br> - Profundidade: 40 cm<br> - Peso: 12,48 Kg</p><p>""- ViniSound -</p><p> Este produto possui 12 meses de garantia.<br> Imagens meramente ilustrativas.<br> A garantia é responsabilidade do fabricante e esta limita se apenas á troca de qualquer produto encontrado com defeitos de fabricação desde que tenha sido utilizado corretamente ou devidamente instalado por um Profissional Qualificado.<br> Atenção: De acordo com a Lei Federal n 11.291, a exposição prolongada a ruídos superiores a 85 dB pode causar danos ao sistema auditivo.""</p>",,,,,,,,,,,,,30 Litros,Branco,LG,10,Não informado,Solo,Não informado,MS3091B,Não informado,"Potência de 800w
Display digital
Dimensões 508 mm de largura 290 mm de altura 400mm de profundidade
Possui bloqueio de segurança
Inclui acessórios
Com descongelamento automático por peso
Modo rápido de descongelamento por tempo
Possui luz no interior
Encontre nos seus 16 programas a função indicada para ás suas comidas",Não informado,LG,Branco,30L,10,110V,Digital,De Bancada
oliststore||MGLAJA5C15CP91L8,Microondas,Micro-Ondas 35 Litros Midea Prata Espelhado Mxsa35S2 220V,"Micro-ondas 35 Litros Midea Prata Espelhado MXSA35S2 220V O Micro-ondas da Midea conta com 35 litros de capacidade e será seu aliado no seu dia a dia. Com a Função Preferido, é possível deixar salvo o programa e tempo de suas receitas prediletas. Além de todas essas facilidades, o modelo MXSA35S2 conta com Minuto Fácil para acesso rápido de 1,2 ou 3 minutos, Função Tira Odor, Limpa Fácil e Função Eco para mais economia de energia com o visor desligado Atributos do Produto: Referência: MXSA35S2 Código: MXSA35S2 Código de Barras: 7898554875976 Cor: Prata Espelhado Garantia: 12 meses Marca: Midea Modelo: MXSA35S2 Voltagem: 220V Potência: 1000W Capacidade: 35 litros Detalhes e Especificações Tecnicas: Níveis de Potência: 10 Frequência de operação (Hz): 60 Display Digital: Sim Display Cor: Verde Temporizador máximo: 99 Minutos / 99 Segundos Trava de segurança: Sim Funções: Tira Odor, ECO, Preferido, Limpa Fácil Receitas Pré-programadas: Arroz, Pipoca, Batata, Aquecer Prato Pronto, Pudim e Brigadeiro Descongelamento por Peso: Sim Sistema Toque Rápido - Aquecimento em 1 Toque: Sim Prato Giratório: Sim Relógio: Sim Dimensões do produto Comprimento: 42,0cm Altura: 32,5cm Largura: 52,0cm Peso: 15,0Kg Conteúdo da Embalagem: 01 Micro-ondas 35 Litros Midea Prata Espelhado MXSA35S2 220V 01 Manual de Instruções Importante Produtos de decoração não inclusos. Imagens meramente ilustrativas; As cores dos objetos podem sofrer alterações devido a luminosidade, configurações do monitor e até mesmo a percepção do usuário; Os dados divulgados são de responsabilidade do fabricante/fornecedor.","{""cor"":""Cinza"",""marca"":""Midea"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""220 V""}",,Cinza,Midea,10 Níveis,220 V,,,,,,,35 Litros,Prata Espelhado,Midea,10,220V,Não informado,Não informado,MXSA35S2,Não informado,"Função Preferido, Minuto Fácil, Função Tira Odor, Limpa Fácil, Função Eco, Display Digital, Temporizador máximo 99 Minutos  99 Segundos, Trava de segurança, Funções Tira Odor ECO Preferido Limpa Fácil, Receitas Pré-programadas Arroz Pipoca Batata Aquecer Prato Pronto Pudim e Brigadeiro, Descongelamento por Peso, Sistema Toque Rápido - Aquecimento em 1 Toque, Prato Giratório, Relógio",Não informado,Midea,Prata,35L,10,220V,Digital,De Bancada
efacil||2221555,Microondas,"Micro-ondas Brastemp 32 Litros BMS46AR Espelhado com Menu Gourmet, Inox","Experimente o sabor da elegância com o micro-ondas Brastemp BMS46AR 32L espelhado que traz modernidade para a sua cozinha com o painel integrado. No menu gourmet, você poderá fazer diversas receitas de maneira fácil e rápido. Com apenas um toque, descongele diversos alimentos em menos tempo selecionando o menu descongelar. E para finalizar, utilize os 10 diferentes níveis de potência para preparar até os pratos mais delicados. Com o menu doces, você prepara doces selecionando as receitas pré-programadas, pudim, brigadeiro e fondue. Tem também o menu derreter para chocolate e manteiga.","{""capacidade"":""32 L"",""cor"":""Cinza"",""marca"":""Brastemp"",""voltagem"":""127 V""}",32 L,Cinza,Brastemp,,127 V,,,,,,,32 Litros,Espelhado,Brastemp,10,Não informado,Micro-ondas,Inox,BMS46AR,Não informado,Menu Gourmet,Não informado,Brastemp,Inox,32L,10,110V,"[Menu Gourmet, Silencioso, Timer]",De Bancada
utilidadesdomesticasudltda||128,Microondas,Forno Micro-ondas Mef41 31 Litros Electrolux,"Forno Microondas Mef41 31L Electrolux <br> <br> O Forno Microondas Meus Favoritos 31L conta com a funçao descongelar que descongela 4 tipos diferentes de alimentos com economia de tempo. Possui tambem uma trava de segurança que evita o acesso de crianças. Possui um sistema que programa 9 receitas de seu gosto. Assim o preparo fica ainda mais facil e pratico. Porta com visor branco e transparente. Combina com qualquer cozinha, permite visualizar melhor o alimento dentro do forno. Tecla ligar + 30s<br> Com apenas um toque, seu Microondas ja esta funcionando. A programaçao de tempo e descomplicada e facil. Controle numerico: E so apertar o tempo desejado para acionar o funcionamento do microondas. Chave de segurança: Dispositivo eletronico que permite travar o uso do aparelho quando voce quiser. Ideal para evitar que crianças ou pessoas nao autorizadas a usar o produto possam aciona-lo. Menu Pratos Rapidos: E so apertar a tecla correspondente e o tempo de cozimento e automaticamente controlado para chegar ao melhor resultado, sem sujeira e bagunça na cozinha. Tecla Descongelar: Descongelamento facil de acordo com o tipo de alimento. Ideal para quem tem pressa e pouco tempo para preparar as refeiçoes. Menu Kids: Funçoes pre-programadas que facilitam a execuçao das receitas preferidas das crianças: pipoca, hamburger e brigadeiro. Menu Light: Receitas mais leves, saudaveis e saborosas para toda a familia. Frutas, vegetais ficam mais saborosos e nutritivos no micro-ondas. Nao e preciso o uso de gordura para o cozimento. Menu Gourmet: Funçoes pre-programadas para preparar os pratos mais saborosos e elaborados como: risoto, tomate seco e strogonoff.<br> <br> Caracteristicas:<br> Capacidade(L): 31L<br> Com porta espelhada: Nao<br> Capacidade em volume: 31 L<br> Com grill: Nao<br> Potencia: 1500 W<br> Tipos de montagem: De bancada<br> E industrial: Nao<br> Com display digital: Sim<br> Com luz interior: Sim<br> Com prato giratorio: Sim<br> Diametro do prato giratorio: 31.5 cm<br> Niveis de potencia: 10<br> Quantidade de programas: 12<br> Com trava de segurança para crianças: Sim<br> Frequencia eletrica: 60 Hz<br> <br> Dimensoes do Produto: <br> Altura: 32,5 cm<br> Largura: 53 cm<br> Profundidade: 42,5 cm<br> Peso: 14,8 kg.<br> <br> Garantia do Fornecedor: 12 meses. <br> <br> A Rede de lojas UD possui sede em Lagoa da Prata - MG, atuando na regiao Centro-oeste de Minas. Nosso objetivo e levar qualidade para nossos clientes, com o compromisso de atender as demandas e tendencias do mercado com um mix de produtos no segmento de Utilidades Domesticas. Atualmente a Rede tambem e representante oficial Yamaha, oferecendo Motos e peças originais da marca.","{""capacidade"":""31 L"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""220 V""}",31 L,Branco,Electrolux,,220 V,,,,,,,31 Litros,Não informado,Electrolux,10,Não informado,Micro-ondas,Não informado,Mef41,Não informado,"Com porta espelhada, Capacidade em volume 31 L, Com grill, Potencia 1500 W, Tipos de montagem De bancada, E industrial, Com display digital, Com luz interior, Com prato giratorio, Diametro do prato giratorio 315 cm, Quantidade de programas 12, Com trava de segurança para crianças, Frequencia eletrica 60 Hz",Meus Favoritos,Electrolux,Branco,31L,10,220V,Digital,De Bancada
magazineluiza||228055500,Microondas,Micro-ondas Panasonic 27L NN-ST55LM Prata,"Para quem procura um produto para ter mais praticidade na hora de preparar ou esquentar alimentos, o Micro-ondas NN-ST55LM da Panasonic é a melhor opção em qualidade e alta tecnologia. Com um design extremamente elegante na cor prata e um lindo acabamento ele possui 27 litros de capacidade e 800W de potência, ideal para você preparar deliciosas receitas. Sem contar que ele conta com receitas pré-programadas, função pega fácil, desodorizador, posição de memória e auto descongelamento. Proporcionando mais praticidade no seu dia a dia.","{""capacidade"":""27 L"",""cor"":""Prata"",""marca"":""Panasonic"",""tipo"":""Mesa"",""voltagem"":""220 V""}",27 L,Prata,Panasonic,,220 V,Mesa,,,,,,27L,Prata,Panasonic,Não informado,Não informado,Não informado,Não informado,NN-ST55LM,Não informado,"Receitas pré-programadas, função pega fácil, desodorizador, posição de memória e auto descongelamento",Não informado,Panasonic,Prata,27L,10,220V,Eletrônico,De Bancada
multmaxx||1993620232,Microondas,Micro-Ondas 34l Mondial Mo-02-34-w 127v/60hz 1400W Branco - 127V,"<p>Micro-Ondas Mondial 34 Litros Branco </p><p><br></p><p>A linha de micro-ondas é um lançamento Mondial e vai trazer mais inovação e beleza para a sua cozinha. Este modelo tem capacidade de 34 litros e um espaço interno grande o suficiente para atender a toda a família. É ótimo para preparar alimentos em pratos, recipientes e refratários. Tem funções de uso frequente, como Menu Dia a Dia e Menu Kids, e funções que deixam a vida mais prática.</p><p><br></p><p>Características:</p><p>Capacidade Família, Funções que deixam sua vida na cozinha muito mais prática!</p><p>Modelo Espelhado que garante beleza e um visual moderno para a sua cozinha.</p><p>Alta Capacidade, espaço interno suficiente para atender toda a família. É ótimo para preparar alimentos em pratos, recipientes e refratários.</p><p>Menu Dia a Dia, praticidade de preparar com um só clique as receitas utilizadas com mais frequência.</p><p>Menu Kids a função permite preparar as receitas favoritas dos pequenos, como pipoca, brigadeiro e bolo de caneca, de forma prática e rápida.</p><p>Trava de segurança, a função permite travar o uso do aparelho e aumenta a segurança com as crianças.</p><p>QR Code de receitas Mondial, O QR code vem no próprio aparelho e possibilita que você acesse diversas receitas práticas e deliciosas para serem feitas no micro-ondas.</p><p>Eficiência energética, baixo consumo de energia com selo com classificação A de economia</p><p><br></p><p>Especifícações: </p><p>Capacidade: 34 Litros, </p><p>Funções: Manter Aquecido, Descongelar, Tirar odor, relógio, dia a dia e menu kids.</p><p>Voltagem: 110V</p><p>Potência: 1.400W</p><p>Níveis de potência: 10 Níveis</p><p>Prato Giratório: Sim</p><p>Cor: Branco</p><p>Tipo de instalação: Bancada</p><p><br></p><p>Dimensões do produto:</p><p>(AxLxP): 30cm X 53cm X 43cm </p><p>Peso do produto: 15,5Kg</p><p><br></p><p>Conteúdo da embalagem:</p><p>1 Forno Micro-ondas</p><p>1 Suporte do prato giratório</p><p>1 Prato giratório de vidro</p><p>1 Manual de instruções</p><p><br></p><p>Garantia do produto:</p><p>12 Meses pelo fabricante.</p>","{""capacidade"":""34 L"",""cor"":""Branco"",""marca"":""Mondial"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""127 V""}",34 L,Branco,Mondial,10 Níveis,127 V,,,,,,,34 Litros,Branco,Mondial,10 Níveis,110V,Bancada,Espelhado,MO-02-34-W,Não informado,"Menu Dia a Dia, Menu Kids, Trava de segurança, QR Code de receitas Mondial, Eficiência energética",Não informado,Mondial,Branco,34L,10,110V,"[Tira Odor, Relógio, Menu Kids]",De Bancada
fabricapremium||ADR-81WHPL-U,Microondas,Micro-ondas Brastemp de Embutir 32 Litros Preto com 18 Receitas Pré-Programadas e Design Sofisticado,"<p>ADEUS, FALTA DE PRATICIDADE! CONHEÇA O NOSSO MICRO-ONDAS DE EMBUTIR!</p><p><br></p><p>====================================================================</p><p><br></p><p><br></p><p>O micro-ondas de embutir preto Brastemp 32 litros tem abertura com apenas um toque, trazendo sofisticação para sua cozinha. Com grande capacidade e 18 receitas pré-programadas, garante versatilidade com o preparo automático de seus pratos favoritos. Com as opções do Menu Descongelar você descongela alimentos em menos tempo, agilizando seu dia a dia.</p><p><br></p><p><br></p><p>===============================================</p><p>MICRO-ONDAS BRASTEMP DE EMBUTIR 32 LITROS</p><p>===============================================</p><p><br></p><p><br></p><p>ESPECIFICAÇÕES TÉCNICAS</p><p><br></p><p><br></p><p>ALTURA: 43cm</p><p>LARGURA: 59,5cm</p><p>PROFUNDIDADE: 37,2cm</p><p>PESO: 16kg</p><p><br></p><p><br></p><p>==============================================================</p><p><br></p><p>DIFERENCIAIS DO NOSSO MICRO-ONDAS</p><p><br></p><p><br></p><p>DESIGN SOFISTICADO E INTUITIVO</p><p><br></p><p>Imagine sua cozinha com um toque de elegância e modernidade. O Micro-ondas Brastemp de Embutir é a peça que faltava para transformar o ambiente, com seu design sofisticado que combina perfeitamente com qualquer decoração. Cada detalhe foi cuidadosamente pensado para que você tenha uma experiência única.</p><p><br></p><p><br></p><p><br></p><p>GRANDE CAPACIDADE INTERNA</p><p><br></p><p>Adeus ao dilema de como encaixar pratos maiores! Com 32 litros de capacidade interna, nosso micro-ondas acomoda facilmente até mesmo as refeições mais generosas. Liberte-se das limitações e explore novas possibilidades culinárias.</p><p><br></p><p><br></p><p><br></p><p>18 RECEITAS PRÉ-PROGRAMADAS</p><p><br></p><p>O que você gostaria de preparar hoje? Com 18 receitas pré-programadas, o Micro-ondas Brastemp simplifica sua vida na cozinha. Desde aquele prato especial até uma refeição rápida do dia a dia, o micro-ondas sabe exatamente como fazer. Basta apertar um botão e saborear o resultado.</p><p><br></p><p><br></p><p><br></p><p>MENU DESCONGELAR</p><p><br></p><p>Agora você pode descongelar seus alimentos de maneira uniforme e rápida. Nosso menu de descongelamento garante que seus ingredientes estejam prontos para cozinhar no momento em que você precisar, mantendo sabor e textura intactos.</p><p><br></p><p><br></p><p><br></p><p>FUNÇÃO TIRA ODOR</p><p><br></p><p>Ninguém gosta daquele cheiro persistente de comida na cozinha, não é? Com a função Tira Odor, seu ambiente volta a ter um ar fresco em segundos. Cozinhe sem se preocupar com o cheiro indesejado!</p><p><br></p><p><br></p><p><br></p><p>10 NÍVEIS DE POTÊNCIA</p><p><br></p><p>A potência está em suas mãos! Com 10 níveis de potência, você tem o controle total sobre o processo de cozimento. Seja suave e lento ou rápido e intenso, o Micro-ondas Brastemp atende a todas as suas necessidades culinárias.</p><p><br></p><p><br></p><p><br></p><p>TIMER</p><p><br></p><p>Nunca mais se preocupe em queimar sua comida! O timer embutido garante que seus pratos estejam sempre no ponto certo, permitindo que você se concentre em outras tarefas enquanto cozinha.</p><p><br></p><p><br></p><p><br></p><p>TRAVA DE SEGURANÇA</p><p><br></p><p>A segurança da sua família é nossa prioridade. Com a trava de segurança, você pode ficar tranquilo, sabendo que crianças curiosas não terão acesso ao micro-ondas sem sua autorização.</p><p><br></p><p>FUNÇÃO VOLUME</p><p><br></p><p>Ajuste o volume do micro-ondas de acordo com sua preferência.</p><p><br></p><p><br></p><p>==============================================================================</p><p><br></p><p><br></p><p>*** QUEM SOMOS ***</p><p><br></p><p>Somos uma empresa que se preocupa com a satisfação de seus clientes e garante que todos os produtos que oferecemos são originais e acompanhados de nota fiscal.</p><p><br></p><p>Nosso compromisso com a qualidade e autenticidade dos produtos é inabalável, e isso é evidente em todos os itens que vendemos, incluindo o produto que você está procurando.</p><p><br></p><p><br></p><p>Quando você compra conosco, pode ter certeza de que está recebendo um produto ORIGINAL e de ALTA QUALIDADE. Além disso, oferecemos uma GARANTIA total aos nossos clientes.</p><p><br></p><p><br></p><p>Isso significa que se você tiver qualquer problema com o produto, nós o substituiremos ou ofereceremos um reembolso total.</p><p><br></p><p>Estamos comprometidos em garantir que você esteja completamente satisfeito com sua compra, e faremos tudo o que estiver ao nosso alcance para garantir que isso aconteça.</p><p><br></p><p><br></p><p>Nossa reputação é muito importante para nós e trabalhamos duro para manter a confiança de nossos clientes.</p><p><br></p><p><br></p><p><br></p><p>=============================================</p><p><br></p><p><br></p><p>REF:BM146AEBNA</p><p>ADR-81WHPL-U</p>","{""capacidade"":""32 L"",""cor"":""Preto"",""marca"":""Brastemp"",""tipo"":""Embutir"",""voltagem"":""220 V""}",32 L,Preto,Brastemp,,220 V,Embutir,,,,,,32 Litros,Preto,Brastemp,10,Não informado,Micro-ondas de Embutir,Não informado,Não informado,Não informado,"18 Receitas Pré-Programadas, Design Sofisticado, Grande Capacidade Interna, Menu Descongelar, Função Tira Odor, Timer, Trava de Segurança, Função Volume",Não informado,Brastemp,Preto,32L,10,220V,"[Timer, Tira Odor]",De Embutir
